t,ep_rew_mean,ep_len_mean,rew_per_step,approx_kl,explained_variance,value_loss,entropy_loss,clip_fraction,policy_gradient_loss,rail_hit_pct,timelimit_pct,success_pct
2500800.0,-72.51958708000001,1000.0,-0.07251958708,0.02652886137366295,0.47505927085876465,0.0005450454740483224,0.09962565501919016,0.26410903930664065,-0.028381979765129017,0.0,100.0,0.0
2550816.0,-70.43363414000001,1000.0,-0.07043363414,0.02652886137366295,0.47505927085876465,0.0005450454740483224,0.09962565501919016,0.26410903930664065,-0.028381979765129017,0.0,100.0,0.0
2600832.0,-68.37469786000001,1000.0,-0.06837469786000001,0.02652886137366295,0.47505927085876465,0.0005450454740483224,0.09962565501919016,0.26410903930664065,-0.028381979765129017,0.0,100.0,0.0
2650848.0,-68.06978431999998,1000.0,-0.06806978431999998,0.028861019760370255,0.4928470849990845,0.0005370141932893091,0.20529933245852588,0.2628059387207031,-0.027941351139588733,0.0,100.0,0.0
2700864.0,-66.00937984000001,1000.0,-0.06600937984000001,0.028861019760370255,0.4928470849990845,0.0005370141932893091,0.20529933245852588,0.2628059387207031,-0.027941351139588733,0.0,100.0,0.0
2750880.0,-64.87347479,1000.0,-0.06487347479,0.028861019760370255,0.4928470849990845,0.0005370141932893091,0.20529933245852588,0.2628059387207031,-0.027941351139588733,0.0,100.0,0.0
2800896.0,-64.01420431000001,1000.0,-0.06401420431000002,0.03014446049928665,0.4875835180282593,0.0005642954221144692,0.30758723136386834,0.26908340454101565,-0.028432345799467386,0.0,100.0,0.0
2850912.0,-61.42566375999999,1000.0,-0.06142566375999999,0.03014446049928665,0.4875835180282593,0.0005642954221144692,0.30758723136386834,0.26908340454101565,-0.028432345799467386,0.0,100.0,0.0
2900928.0,-60.87674149,1000.0,-0.060876741490000004,0.03320401906967163,0.456463098526001,0.000615775703577981,0.4224692213581875,0.27507476806640624,-0.029336900039385227,0.0,100.0,0.0
2950944.0,-58.946625360000006,1000.0,-0.058946625360000005,0.03320401906967163,0.456463098526001,0.000615775703577981,0.4224692213581875,0.27507476806640624,-0.029336900039385227,0.0,100.0,0.0
3000960.0,-57.436864369999995,1000.0,-0.05743686436999999,0.03320401906967163,0.456463098526001,0.000615775703577981,0.4224692213581875,0.27507476806640624,-0.029336900039385227,0.0,100.0,0.0
